date_time_utc,picked_up,pitched,call_end_result,City,Name,Address,Website,Phone,Email,Google Rating,Google Reviews,Yelp Rating,Yelp Reviews,FB Rating,FB Reviews,FB Likes,FB Checkins,FB Followers,Title,Description,Adwords,Facebook Ads,Twitter Ads,LinkedIn Ads,Bing Ads,Robot Config,SSL,WordPress,FB URL,Twitter URL,LinkedIn URL,YouTube URL,Instagram URL,Category,Search Type,Crawler Status,Founded,Company Type,Company Size,BBB Profile,State,Years in Business,First Name,Last Name,Contact Job Title,Revenue,Top Keywords
,,,,cx was hang up,,Blue Moon Spa,"785 Rockville Pike Ste F Rockville, MD 20852",http://bluemoonfootspa.com,3016930529,,,,4,13,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Massage Therapy,Reflexology",yelp,1,,,,,,,,,,
,,,,in another line with other client.,,Advance Acupuncture and Herb Clinic,"7825 Tuckerman Ln Ste 201 Potomac, MD 20854",http://advanceheal.com,2408109996,advanceheal@gmail.com,5,31,5,3,,,,,,1,1,0,0,0,0,0,1,1,0,,,,,,"Acupuncture,Traditional Chinese Medicine,Massage Therapy",yelp,1,,,,,,,,,,
,,,,,,technical issue,"14808 Physicians Ln # 111, Rockville, MD 20850",,3012329176,,4.9,7,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Massage spa in Montgomery County, Maryland",google-places,,,,,,,,,,,
,,,,number not in service,,Kim's Acupressure Massage Clinic,"12302 Barbara Rd, Silver Spring, MD 20906",,3019499646,,,2,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Massage Services,Massage Therapists,Acupuncture",yellowpages,,,,,,,,,,,
,,,,automatically hang up,,Sunshine Day Spa,"615 S Frederick Ave, Gaithersburg, MD 20877",,3013301111,,4,44,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Health Resorts,Massage Services,Personal Services &amp; Assistants",yellowpages,,,,,,,,,,,
,,,,can't dial the number,,THRIVE CRYOSTUDIO,"5801 Fishers Ln #116, Rockville, MD 20852",https://thrivecryostudio.com/,4108731277,info@thrivecryostudio.com,4.9,319,,,,,,,,1,0,1,0,0,0,0,1,1,1,https://www.facebook.com/ThriveCryoStudio/,,,,https://www.instagram.com/thrivecryostudio/,"Wellness center in Rockville, Maryland",google-places,1,,,,,,,,,,
,,,,cx was hang up,,"Radiance Salon &amp; Medi-Spa, Lansdowne","19305 Winmeade Dr, Lansdowne, VA 20176",https://www.gotoradiance.com/?y_source=1_NjAxNDU4MTEtNTUzLWxvY2F0aW9uLndlYnNpdGU%3D,5713333005,m.young@gotoradiance.com,,,,,,,1371,1017,,1,1,1,0,0,0,0,1,1,1,https://www.facebook.com/RadianceBroadlands,,,,https://www.instagram.com/radiancebroadlands/?hl=en,"Massage Therapists,Nail Salons,Massage Services",yellowpages,1,,,Nov-50,,,,,,,
,,,,can't dial the number,,SportsMassagePros,"21351 Gentry Dr Ste 114, Sterling, VA 20166",https://sportsmassagepros.com,5716006458,admin@sportsmassagepros.com,5,58,,,,,,,,0,0,0,0,0,0,0,0,1,0,,,,,,"Massage Therapists,Physical Therapists",yellowpages,1,,,,,,,,,,
,,,,no answer,,Natacha Stival Holistic Therapist,"9009 Shady Grove Ct Gaithersburg , MD 20877",https://nhsholistichealth.amtamembers.com,2408486161,support@amtamembers.com,5,30,,,,,,,,1,1,0,0,0,0,0,1,1,0,,,,,,"Massage Therapy,Reiki,Reflexology",yelp,1,,,,,,,,,,
,,,,no answer,,Nadia Faucher Massage Therapy,"402 Main St Ste 200a 2nd Fl, Gaithersburg, MD 20878",https://nadiafmassage.com/,13016513877,nadiafmassage@gmail.com,"4,9",28,,,,,,,,1,0,0,0,0,0,0,0,0,0,https://www.facebook.com/faucher1/,,,,,Massage therapy,bing,1,,,,,,,,,,
,,,,no answer,,Massage Envy - Germantown - PERMANENTLY CLOSED,"20950 Frederick Rd, Germantown, MD 20876",https://locations.massageenvy.com/maryland/germantown/20950-frederick-rd.html,3019725599,sarah.alhadithi@massageenvy.com,"4,7",418,,,,,,,,0,0,0,0,0,0,0,1,1,0,,,,,,"Massage Therapists,Day Spas,Reflexologies",yellowpages,1,,,,,,,,,,
,,,,staff said they are busy at the moment,,Linda’s Nails,"19322 Montgomery Village Ave Gaithersburg, MD 20886",https://lindanailsnspa.com,3013304403,,"4,4",248,3,35,,,,,,0,0,0,0,0,0,0,1,1,0,,,,,,"Nail Salons,Massage,Waxing",yelp,1,,,,,,,,,,
,,,,route to voicemail,,Absolute Wellness Massage,"18310 Montgomery Village Ave, Ste 300, Gaithersburg, MD 20879",https://absolutewellness.glossgenius.com,2404419269,absolutewellness401@gmail.com,5,9,,,,,,,,1,0,0,0,0,0,0,1,1,0,http://www.facebook.com,https://twitter.com/dorisarchampong,,,https://www.instagram.com/dorarchiegmail.com,"Massage Therapy,Massage",yelp,1,,,,,,,,,,
,,,,call back later,,Hand and Stone Massage and Facial Spa,"6455 Dobbin Rd Unit 50, Columbia, MD 21045",https://www.handandstonecolumbia.com/,4109948681,operations.danver@handandstone.com;opsdir.danver@handandstone.com,4.1,425,,,,,,,,1,1,1,0,0,0,0,1,1,0,https://www.facebook.com/handandstonecolumbia,https://twitter.com/HandAndStoneUSA,,https://www.youtube.com/user/HandAndStone,https://www.instagram.com/handandstoneusa/,"Massage therapist in Columbia, Maryland",google-places,1,,,,,,,,,,
,,,,call back,,Journey Within Wellness Center,"8900 Columbia 100 Pkwy Columbia, MD 21045",http://www.journeywithin.com,4435463383,eben@eyebytes.com;onn@journeywithin.com;michelle@journeywithin.com;alicia@journeywithin.com,4.8,137,4.5,28,,,,,,1,1,0,0,0,0,0,1,1,0,,,,,,"Float Spa,Acupuncture,Massage Therapy",yelp,1,,,,,,,,,,
,,,,call back,,The Body RN,"7350 Grace Dr Columbia, MD 21044",http://www.thebodyrn.com,6673929448,,,,4,2,,,,,,1,0,0,0,0,0,0,1,1,1,,,,,https://www.instagram.com/thebodyrn/?utm_medium=copy_link,"Massage Therapy,Body Contouring,IV Hydration",yelp,1,,,,,,,,,,
,,,,call back,,Kovach Chiropractic and Wellness Center,"959 Annapolis Road, Gambrills, MD 21054",http://www.kovachchiropractic.com/,4433438286,info@kovachchiropractic.com,5,713,5,17,4.7,11,422,110,422,1,1,0,0,0,0,0,1,1,0,https://www.facebook.com/kovachchiropracticeasternshore/,,,,,"Chiropractors,Physical Therapy,Massage Therapy",yelp,1,,,10-Feb,,,,,,,
,,,,call back later,,Hair Pros of Columbia,"5560 Sterrett Pl Ste 120 Columbia, MD 21044",http://www.hairprosofcolumbia.com,4107158999,info@hairprosofcolumbia.com;jrbyvfqyr@whoisprivacyprotect.com,,,4.2,51,,,,,,1,1,0,0,0,0,0,1,1,0,https://www.facebook.com/HairProsofColumbia/,https://www.twitter.com/wix,,,https://www.instagram.com/wix,"Hair Salons,Massage,Waxing",yelp,1,,,,,,,,,,
,,,,call back,,Body Logic Massage,"10440 Shaker Dr Ste 208 Columbia, MD 21075",http://mybodylogic.com,4432962419,relax@mybodylogic.com,,,4.6,10,,,,,,1,1,0,0,0,0,0,0,1,0,http://www.facebook.com/2008/fbml,,,,http://instagram.com/my_body_logic,Massage Therapy,yelp,1,,,,,,,,,,
,,,,call back,,Yany’s Beauty Center,"8101 Sandy Spring Rd Fl 3, Ste E-13 Perfect Office Solutions Laurel, MD 20707",https://yanys-beauty-center.negocio.site,2404318587,nrobert@broofa.com,,,5,2,,,,,,1,0,0,0,0,0,0,1,1,0,,,,,,"Massage,Skin Care,Massage Therapy",yelp,1,,,,,,,,,,
,,,,Call back After A hour,,Paths,"100 E Pennsylvania Ave, Towson, MD 21286",,4438954360,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,Massage Therapists,yellowpages,,,,,,,,,,,
,,,,,Varuna Salon Spa,"1 Park Pl Ste 11, Annapolis, MD 21401",http://www.varunasalonspa.com,4102682828,info@varunasalonspa.com;rebecca@varunasalonspa.com,,,,,,,,,,1,1,0,0,0,0,0,1,1,1,https://www.facebook.com/varunaaveda,,,,https://www.instagram.com/varunaaveda/,"Day Spas,Massage Therapists,Beauty Salons",yellowpages,1,,,,,,,,,,,
,,,,,Silk Salon &amp; Spa,"2250 Clarendon Blvd, Arlington, VA 22201",http://www.silksalonspaarlington.com,7035282819,silksalonspa.va@gmail.com,4.4,54,,,,,255,207,,1,0,0,0,0,0,0,1,1,1,https://www.facebook.com/silksalonnails,,,,https://www.instagram.com/silksalonnails/,"Day Spas,Beauty Salons,Health Resorts",yellowpages,1,,,,,,,,,,,
,,,,,N &amp; N Hair Designs Fusion Day Spa,"1705 L Street N.W., Washington, DC 20036",http://www.fusiondayspadc.com,2022238182,,4.6,74,,,,,,,,0,0,0,0,0,0,0,1,1,0,,,,,,"Day Spas,Health Resorts,Medical Spas",yellowpages,1,,,,,,,,,,,
,,,,,Azure Dream Day Spa,"901 N Quincy St, Arlington, VA 22203",http://azuredreamspa.com?y_source=1_mju3ndyznjytntuzlwxvy2f0aw9ulndlynnpdgu%3d,7032434343,manager@azuredreamspa.com;azuredreamdayspa@yahoo.com,4.8,379,,,,,,,,1,1,1,0,0,0,0,1,1,1,https://connect.facebook.net/en_US/fbevents.js?v=next,,https://www.linkedin.com/company/azure-dream-day-medspa,https://www.youtube.com/watch?v=MLpWrANjFbI,https://www.instagram.com/azuredreamdayspa/?hl=en,"Medical Spas,Health Resorts",yellowpages,1,,,Nov-50,,,,,,,,
,,,,,True Nail Spa,"11227 New Hampshire Ave, Silver Spring, MD 20904",https://www.truenailspa.com,3015931580,,,,,,,,,,,1,1,0,0,0,0,0,1,1,0,,,,,,"Beauty Salons,Nail Salons,Massage Therapists",yellowpages,1,,,,,,,,,,,
,,,,,Thesis Personal Training Tysons,"1919 Gallows Rd Ste 110, Vienna, VA 22182",https://www.thesisfit.com,2408780717,ori@thesisfit.com,,,,,,,,,,1,1,1,0,0,0,0,0,1,0,https://connect.facebook.net/en_US/fbevents.js,,,,https://www.instagram.com/thesisfit/,"Massage Therapists,Personal Fitness Trainers,Health Clubs",yellowpages,1,2021,Privately Held,Nov-50,,,,,,,,
,,,,,Refresh Therapeutic Massage,"4238 Wilson Blvd Ste 1257, Arlington, VA 22203",https://www.novatherapeuticmassage.com/refresh-services.php,7037215555,btm850@gmail.com,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,,,,,,"Massage Therapists,Massage Services",yellowpages,1,,,,,,,,,,,
,,,,,Elsie W Stokes Elementary School,"3700 Oakview Ter NE, Washington, DC 20017",https://www.ewstokes.org,2022657237,,4.5,10,,,,,,,,1,0,0,0,0,0,0,1,1,1,https://www.facebook.com/EWStokesPCS,,https://www.linkedin.com/company/ewstokespcs,https://youtube.com/live/Pb-Ye_I-0kg,https://www.instagram.com/ewstokespcs/,Massage Schools,yellowpages,1,1998,Educational,51-200,,,,,,,,
,,,,,Capital Cryo,"835 Rockville Pike Wintergreen Plz Ste F Rockville, MD 20852",https://www.capitalcryo.com,3018679444,info@capitalcryo.com,4.9,34,5,1,,,,,,1,1,0,0,0,0,0,0,1,0,https://www.facebook.com/capitalcryo,,https://www.linkedin.com/company/capital-cryo,,https://www.instagram.com/capitalcryo/,"Massage,Cryotherapy,Reflexology",yelp,1,2017,Privately Held,Nov-50,,,,,,,,
,,,,,Body Well Massage,"5110 Dudley Lane Apt 304, Bethesda, Md 20814",https://www.bodywelltherapy.com/,2025409929,admin@bodywelltherapy.com;service@bodywelltherapy.com;a.killinger@bodywelltherapy.com,,,,,,,,,,1,1,1,0,0,0,0,1,1,1,,https://twitter.com/bodywelltherapy,https://www.linkedin.com/company/body-well-therapy,,,Massage,bing,1,2005,Privately Held,10-Feb,,,,,,,,
,,,,,VQ NAIL SPA,"1013 Dranesville Rd, Herndon, VA 20170",https://vq-nail-spa.hub.biz,7034302832,support@ice-hub.biz;support@sh-hub.biz,4.5,37,,,,,,,257,1,1,0,0,0,0,0,0,1,0,http://www.facebook.com/2008/fbml,https://twitter.com/share,,,,"Hair Removal,Massage Therapists,Nail Salons",yellowpages,1,,,,,,,,,,,
,,,,,Wat Massage,"1804 Vernon St NW, Washington, DC 20009",http://www.watmassage.com,2025889393,info@watmassage.com;watmassage@gmail.com;diogobt@gmail.com,4.7,129,,,,,,,,1,0,0,0,0,0,0,0,1,0,,,,,https://www.instagram.com/watmassage,"Massage Therapists,Beauty Salons,Massage Services",yellowpages,1,,,10-Feb,,,,,,,,
,,,,,A Thai Healing House,"201 Elden St Ste 201, Herndon, VA 20170",http://www.thai-healing.com,7034376035,info@thai-healing.com;thai-healing.com@privacy.above.com,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,Massage Therapists,yellowpages,1,,,,,,,,,,,
,,,,,Salon Nader,"10243 Old Georgetown Rd, Bethesda, MD 20814",http://www.salonnader.com,3018978700,salonnader@gmail.com,,,,,,,,,,1,1,0,0,0,0,0,0,1,0,http://www.facebook.com/2008/fbml,,,,https://instagram.com/salonnaderwildwood?igshid=MzRlODBiNWFlZA==,"Massage Therapists,Beauty Salons,Cosmetologists",yellowpages,1,,,,,,,,,,,
,,,,,Arlington Physical Center,"3213 Columbia Pike, Arlington, VA 22204",http://www.manorcare.com/Arlington,7039201521,rsnoddy@hcr-manorcare.com;dlanning@hcr-manorcare.com;mwahl@hcr-manorcare.com;info@hcr-manorcare.com;stratfordhall@manorcare.com;janell.brandt@hcr-manorcare.com;heidi.teafoe@hcr-manorcare.com;ellen.schubert@hcr-manorcare.com;sarah.best@hcr-manorcare.com;nancy.kaminski@hcr-manorcare.com;christopher.richmond@hcr-manorcare.com;heartlandnursing@hcr-manorcare.com;carol.glaubrecht@hcr-manorcare.com;terri.ballesteros@hcr-manorcare.com;ardenpalmharbor@hcr-manorcare.com;laura.kelly@hcr-manorcare.com;ryan.sjoblad@hcr-manorcare.com;dreppy@hcr-manorcare.com;shadi.shami@hcr-manorcare.com;joe.rundle@hcr-manorcare.com;yasusnay.moro@hcr-manorcare.com;theresa.eger@hcr-manorcare.com;james.ramsey@hcr-manorcare.com;rebecca.busch@hcr-manorcare.com;turner.byrd@hcr-manorcare.com;sonya.huff@hcr-manorcare.com;appleton@manorcare.com;palmdesert@manorcare.com;delray@manorcare.com;citrusheights@manorcare.com;fountainvalley@manorcare.com;westpalmbeach@manorcare.com;newprovidence@manorcare.com;shanstein@hcr-manorcare.com,4.3,30,,,,,,,,1,1,1,0,0,0,0,0,1,0,https://www.facebook.com/ProMedicaSkilledNursingandRehabilitation,https://twitter.com/promedicasrcare,https://www.linkedin.com/company/hcr-manorcare,https://www.youtube.com/c/ProMedicaSeniorCare,https://www.instagram.com/promedicaseniorcare/,"Massage Therapists,Physical Therapists",yellowpages,1,,,,,,,,,,,
,,,,,Jouvence Aveda,"11913 Democracy Dr, Reston, VA 20190",http://www.jouvencesalons.com,7039046900,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Massage Therapists,Nail Salons,Beauty Salons",yellowpages,1,,,Nov-50,,,,,,,,
,,,,,Greater Falls Church Chiropractic Center,"6521 Arlington Blvd Ste 100, Falls Church, VA 22042",http://www.dramirchiropractic.com,7035385455,gfccc1@yahoo.com,,,,,,,28,12,,1,1,0,0,0,0,0,1,1,1,,,,,,"Chiropractors &amp; Chiropractic Services,Acupuncture,Massage Services",yellowpages,0,,,,,,,,,,,
,,,,,B&M Therapy,"8453 Tyco Rd Unit -I Vienna, VA 22102",http://www.bmtherapyva.com,7032880202,manager@bmtherapyva.com,,,3,1,,,,,,1,0,0,0,0,0,0,1,1,1,,,,,,Massage Therapy,yelp,1,,,,,,,,,,,
,,,,,Bird Of Paradise Spa,"4300 Montgomery Ave Ste 102 Bethesda, MD 20814",http://www.birdofparadisespa.com,3016521005,information@birdofparadisespa.com;arunrs@gmail.com;brauer1962@gmail.com;isolina82@live.com,4.8,18,4.6,25,,,364,6,387,1,0,0,0,0,0,0,0,0,0,https://www.facebook.com/hover,https://twitter.com/hover,,,https://www.instagram.com/hover_domains,"Massage,Skin Care,Waxing",yelp,1,,,,,,,,,,,
,,,,,Bethesda Bodyworks,"4641 Montgomery Ave Ste 40, Bethesda, MD 20814",http://www.bethesdabodyworks.com,2408557165,,,,,,,,,,,1,1,0,0,0,0,0,1,1,1,https://www.facebook.com/bethesdabodyworks,https://twitter.com/BethsdaBodywrks,,,https://www.instagram.com/bethesdabodyworksbyeleni/,Massage Services,yellowpages,1,,,,,,,,,,,
,,,,,The Art of Health,"2055 15th St N Ste 201, Arlington, VA 22201",http://www.artofhealthmassage.com,7033404325,chrissy@artofhealthmassage.com;info@artofhealthmassage.com,4.9,10,,,,,377,51,,1,0,0,0,0,0,0,1,1,1,https://www.facebook.com/artofhealthva,https://twitter.com/ArtofHealthVA,https://www.linkedin.com/in/artofhealth/,,https://www.instagram.com/artofhealthva/,"Massage Therapists,Physical Therapists,Acupuncture",yellowpages,1,,Privately Held,10-Feb,,,,,,,,
,,,,,Palace spa,"6714 Whittier Ave Ste 100 McLean, VA 22101",http://palacespamassage.com,7036237908,,4,4,5,1,,,,,,1,0,0,0,0,0,0,1,0,1,,,,,,"Massage Therapy,Massage",yelp,1,,,,,,,,,,,
,,,,,Convene,"1800 Tysons Blvd, Mc Lean, VA 22102",http://convene.com,8887307307,,,,,,,,,,,1,1,0,0,0,0,0,1,1,1,https://www.facebook.com/AtConvene,https://twitter.com/Convene,https://www.linkedin.com/company/convene-com,,https://www.instagram.com/convene/,"Massage Therapists,Massage Services,Physical Therapists",yellowpages,1,2009,Privately Held,"501-1,000",,,,,,,,
,,,,,G &amp; G Wellness,"8460 Tyco Rd, Vienna, VA 22182",,7034629161,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Massage Therapists,Physical Therapists",yellowpages,,,,,,,,,,,,
,,,,,Massage Herndon,"297 Herndon Pkwy Ste 105, Herndon, VA 20170",,5713319208,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Massage Therapists,Aromatherapy,Skin Care",yellowpages,,,,,,,,,,,,
,,,,,Ling Acupressure Center,"112 Elden St, Herndon, VA 20170",,7034359555,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Massage Therapists,Physical Therapists,Massage Services",yellowpages,,,,,,,,,,,,
,,,,,Massage Spa,"2112 Gallows Rd, Vienna, VA 22182",,7038831188,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Massage Therapists,Massage Services,Physical Therapists",yellowpages,,,,,,,,,,,,
,,,,,Fashion Nails,"4817 1st St N, Arlington, VA 22203",,7032437222,,4.3,32,,,,,,,,0,0,0,0,0,0,0,1,1,0,,,,,,"Nail Salons,Massage Services,Beauty Salons",yellowpages,,,,,,,,,,,,
,,,,,New World Therapy,"1039 Sterling Rd, Herndon, VA 20170",,7037078588,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Massage Therapists,Physical Therapists",yellowpages,,,,,,,,,,,,
,,,,,CNC Corp,"727 Elden St, Herndon, VA 20170",,7034665393,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,Massage Therapists,yellowpages,,,,,,,,,,,,
,,,,,"Alison Alleva, LMT","1726 Wisconsin Ave NW Ste 2, Washington, DC 20007",,2022158062,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Massage Therapists,Physical Therapists,Massage Services",yellowpages,,,,,,,,,,,,
,,,,,Pandian Health,"8661 Colesville Rd, Silver Spring, MD 20910",,3015888298,,,,4.3,86,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Massage,Acupuncture,Reflexology",yelp,,,,,,,,,,,,
,,,,,Swan Massage,"45595 Shepard Dr, Sterling, VA 20164",,7034301068,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Massage Therapists,Massage Services",yellowpages,,,,,,,,,,,,
,,,,,LLC Malee,"3313 Lee Hwy, Arlington, VA 22207",,7039747215,,4.9,45,,,,,,,,1,0,0,0,0,0,0,0,1,0,https://www.facebook.com/MaleeThaiMassageAndBodywork,http://twitter.com/MaleeThaiMassag,,,https://www.instagram.com/malee_thaimassage_usa/,Massage Therapists,yellowpages,,,,,,,,,,,,
,,,,,Rejuvenations Massage Therapy,"11250 Roger Bacon Dr Ste 5 Reston, VA 20190",http://www.rejuvenationsmassagetherapy.com,7034379059,info@rejuvenationsmassagetherapy.com;bri@rejuvenationsmassagetherapy.com,,,4.4,108,,,,,,1,1,0,0,0,0,0,1,1,1,,,,,,"Massage,Massage Therapy",yelp,1,2003,Privately Held,Nov-50,,,,,,,,
,,,,,Massage PIMTHAI,"1481 Chain Bridge Rd Ste 101 McLean, VA 22101",http://www.massagepimthai.com,7034489700,,4.6,36,4.6,43,,,,,,1,0,0,0,0,0,0,1,1,1,https://connect.facebook.net/en_US/fbevents.js,,,https://www.youtube.com/watch?v=xyWUwW3_uyY&t=3s,,Massage,yelp,1,,,,,,,,,,,
,,,,,7 Days Spa,"7349 Wisconsin Ave Bethesda, MD 20814",http://www.7daysspa.com,3016616608,,,,4.5,26,,,,,,1,0,0,0,0,0,0,1,0,0,,,,,,"Massage Therapy,Massage,Reflexology",yelp,1,,,,,,,,,,,
,,,,,Oceana Spa Inc,"1335 Rockville Pike, Rockville, MD 20852",http://spaoceanamd.com/index-4.html,2406188181,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,Massage,bing,1,,,,,,,,,,,
,,,,,Synergy Health Center,"7101 Democracy Blvd Montgomery Mall Bethesda, MD 20817",,3015299351,,,,4,57,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,Massage Therapy,yelp,,,,,,,,,,,,
,,,,,"The Spa at Four Seasons Hotel Washington, DC","2800 Pennsylvania Avenue Nw 2801 Pennsylvania Avenue Nw, Washington, DC 20007",https://www.fourseasons.com/washington/spa,2023420444,guest.historian@fourseasons.com;morgan.suzuki@fourseasons.com;eric.capdevielle@fourseasons.com;solana.costa@fourseasons.com;meredith.macfarlane@fourseasons.com;info@privcom.gc.ca;dnsadmin@fourseasons.com;residential.sales@fourseasons.com;privacy.officer@fourseasons.com;reservation.paris@fourseasons.com;vernickcoffeebar.philadelphia@fourseasons.com;missriver.neworleans@fourseasons.com;spa.johannesburg@fourseasons.com;spa.onedalton@fourseasons.com;reservations.onedalton@fourseasons.com;meiume.tentrinity@fourseasons.com;nobu.doh@fourseasons.com;reservations.lon@fourseasons.com;catering.sin.dst@fourseasons.com;reservations.apl@fourseasons.com;proshop.pun@fourseasons.com;minabrasserie.dubaidifc@fourseasons.com;xiaoting.mac@fourseasons.com;reservations.bih@fourseasons.com;concierge.beverlywilshire@fourseasons.com;reservations.bangkok@fourseasons.com;res.newyorkdowntown@fourseasons.com;reservations.maui@fourseasons.com;katie.driscoll@fourseasons.com;jobs.jakartacp@fourseasons.com;reservations.caf@fourseasons.com;res.doha@fourseasons.com;jobs.kualalumpur@fourseasons.com;reservations.mal@fourseasons.com;reservations.sha@fourseasons.com;reservations.mac@fourseasons.com;concierge.seattle@fourseasons.com;davidong@fourseasons.com;davidong@fourseasons.com.sg;restaurants.bangkok@fourseasons.com;president@fourseasons.com;reservations.athens@fourseasons.com;reservations.istanbul@fourseasons.com;juliana.ang@fourseasons.com;alx.reservations@fourseasons.com;res.kualalumpur@fourseasons.com;concierge.costarica@fourseasons.com,,,,,4.2,6125,44372,,45000,1,1,0,0,0,0,0,0,1,0,http://www.facebook.com/FourSeasonsHotelWashingtonDC,http://twitter.com/FSWashington,,https://www.youtube.com/fourseasons,https://www.instagram.com/fourseasons/,"Day Spas,Health Resorts,Massage Therapists",yellowpages,1,,,Nov-50,,,,,,,,
,,,,,Blu Water Day Spa Nails Boutique,"5234 Nicholson Ln, Kensington, MD 20895",https://www.bluwaterdayspa.com/,3019846245,contact@bluwaterdayspa.com;carla@bluwaterdayspa.com;info@bluwaterdayspa.com;pmu@bluwaterdayspa.com;frontdesk@bluwaterdayspa.com,4.7,118,,,,,,,,1,1,0,0,0,0,0,1,1,0,https://www.facebook.com/BluWaterDaySpaandSalon,https://twitter.com/BluWaterDaySpa,https://www.linkedin.com/in/julie-nguyen-a7514149/,https://www.youtube.com/user/bluwaterdayspa/videos,https://instagram.com/bluwaterdayspa_/,Day spa,bing,1,,,,,,,,,,,
,,,,,Tranquili-Chi,"1421 Clarkview Rd Ste 206, Baltimore, MD 21209",https://www.tranquili-chi.com,4102962644,info@tranquili-chi.com;amandalynngrant@gmail.com;tranquilichibaltimore@gmail.com;ranquilichibaltimore@gmail.com;aprillowe83@gmail.com;soothingsenses@outlook.com;chisymmetry@msn.com;anette@yogatherapyconnect.com,5,16,,,,,,,,1,1,0,0,0,0,0,0,1,0,http://www.facebook.com/2008/fbml,,,,http://www.instagram.com/tranquilichicenter,"Massage Therapists,Massage Services,Acupuncture",yellowpages,1,,,,,,,,,,,
,,,,,Sustainability Wellness,"8415 Bellona Ln Ste 202 Towson, MD 21204",https://www.sustainabilitywellness.com,4106963198,hello@sustainabilitywellness.com;brian@sustainabilitywellness.com;eric@sustainabilitywellness.com,,,4,4,,,1208,259,,1,1,0,0,0,0,0,1,1,0,,,,,,"Massage Therapy,Acupuncture",yelp,1,,,,,,,,,,,
,,,,,Spa Lounge,"1507 Norman Ave., Lutherville, MD 21093",http://www.internationalspaschool.com,4104279556,,,11,,,,,,,,1,1,0,0,0,0,0,1,0,0,https://www.facebook.com/login/device-based/regular/login/?login_attempt=1&amp,https://help.twitter.com/using-twitter/twitter-supported-browsers,,,https://l.facebook.com/l.php?u=https%3A%2F%2Fwww.instagram.com%2F&h=AT1Mt3QlTs7SAyOH87d_Mh1YMmcz1IASoK4F_CLzscJAIgjw62n0_RhgyYnl-S3Ku_2bZPVA9DN89GMt8idXs9pFlYgqRS4xFb5ZDDb2cLq1qjCFFVN5RQ7uTTZzS3vHQn0tN66ACayOGH_0f3fHbQ,"Massage Therapists,Business Coaches &amp; Consultants,Massage Schools",yellowpages,1,,,,,,,,,,,
,,,,,Zoetic Wellness Center,"1700 Reisterstown Rd Ste 109, Pikesville, MD 21208",https://www.soundimmersion.net,4436096111,patricianorton38@gmail.com;sarakalivas09@gmail.com;janetbtouchingquiet@gmail.com;ann.h.hughes@gmail.com;a.cinnamonbrown@gmail.com;janetbaird56@yahoo.com,,,,,,,,,,1,1,0,0,0,0,0,0,1,0,http://www.facebook.com/2008/fbml,,,,https://www.instagram.com/squarespace/,"Massage Therapists,Acupuncture,Holistic Practitioners",yellowpages,1,,,,,,,,,,,
,,,,,SirensZen Massage &amp; Wellness,"3808 Callaway Ave, Baltimore, MD 21215",https://www.sirenszenwellness.com,4432197098,sirenszenmassage@gmail.com,5,16,,,,,,,,1,1,0,0,0,0,0,0,1,0,http://www.facebook.com/2008/fbml,,,,https://www.instagram.com/sirenszen/,Massage Therapists,yellowpages,1,,,,,,,,,,,
,,,,,Sacred House,"1041 W Baltimore St Baltimore, MD 21223",https://www.sacredhousemd.com,4435520283,sacredhousemd@gmail.com;info@sacredhousemd.com,5,4,4,4,,,85,61,,1,1,0,0,0,0,0,1,1,0,https://www.facebook.com/sacredhousemd,https://www.twitter.com/sacredhousemd,https://www.linkedin.com/company/wix-com,https://www.youtube.com/user/sacredhousemd,https://www.instagram.com/sacredhousemd,"Reiki,Trainers,Massage Therapy",yelp,1,2006,Public Company,"1,001-5,000",,,,,,,,
